species	day	month	year	hour	minute	second	temp_1	temp_2	temp_3	temp_4	temp_5	temp_6	t_air	Lon	Lat
Fulanus_beltranus	10	4	2020	18	56	0	14.4084	20.2548	16.3636	14.37	13.2148	16.4404	9.1348	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	19	0	0	14.4468	20.3684	16.1716	14.2932	13.138	16.2868	9.1348	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	19	4	0	14.3316	20.2548	16.058	14.2164	13.0596	16.2484	9.1348	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	19	8	0	14.1012	20.026	15.9428	14.178	12.9828	16.21	9.1348	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	19	12	0	13.8692	19.8356	15.8276	14.178	12.9828	16.21	10.3076	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	19	16	0	13.7924	19.7972	15.7508	14.2164	12.9828	16.1716	10.3076	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	19	20	0	13.8308	19.7204	15.674	14.1012	13.0596	16.1332	10.3076	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	19	24	0	13.8692	19.874	15.674	14.1012	13.138	16.1716	10.3076	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	19	28	0	13.8308	19.9108	15.7892	14.2164	13.1764	16.21	7.522	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	19	32	0	13.9076	20.026	15.9044	14.4468	13.2916	16.2484	7.522	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	19	36	0	13.9844	20.026	15.9812	14.6004	13.3684	16.3636	7.522	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	19	40	0	13.946	19.9108	16.1716	14.7924	13.4068	16.5156	7.522	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	19	44	0	13.9076	19.6452	16.2868	14.8692	13.4068	16.7076	7.8388	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	19	48	0	13.8692	19.3396	16.1716	14.8308	13.3684	16.8612	7.8388	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	19	52	0	13.754	18.8452	15.9428	14.6388	13.2532	16.898	7.8388	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	19	56	0	13.6004	18.3876	15.7124	14.2548	13.0996	16.8228	7.8388	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	20	0	0	13.4852	18.082	15.4436	13.9076	12.9444	16.6692	8.3508	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	20	4	0	13.4852	18.0436	15.1764	13.7156	12.7908	16.5156	8.3508	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	20	8	0	13.4852	18.1204	14.946	13.5236	12.7124	16.402	8.3508	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	20	12	0	13.4452	18.082	14.7156	13.3684	12.5588	16.21	8.3508	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	20	16	0	13.4452	18.0068	14.5236	13.2148	12.442	16.058	7.6804	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	20	20	0	13.4068	18.0436	14.4852	13.0996	12.4036	15.9812	7.6804	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	20	24	0	13.2532	18.0068	14.4852	12.9828	12.3268	15.9044	7.6804	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	20	28	0	13.2532	18.0068	14.5236	12.9444	12.2884	15.866	7.6804	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	20	32	0	13.33	18.0436	14.5236	12.906	12.2484	15.7892	8.9396	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	20	36	0	13.4068	18.1588	14.562	12.906	12.2884	15.7892	8.9396	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	20	40	0	13.33	18.3108	14.562	12.9828	12.3268	15.8276	8.9396	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	20	44	0	13.138	18.3492	14.5236	13.0596	12.2884	15.9044	8.9396	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	20	48	0	13.0212	18.2356	14.4468	13.0596	12.2484	15.9812	7.2468	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	20	52	0	12.906	18.0436	14.3316	12.9828	12.1332	15.9428	7.2468	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	20	56	0	12.7908	17.8148	14.1396	12.8676	11.978	15.866	7.2468	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	21	0	0	12.7508	17.5476	13.9076	12.674	11.8612	15.674	7.2468	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	21	4	0	12.7508	17.434	13.6772	12.4804	11.706	15.4436	8.114	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	21	8	0	12.7508	17.3572	13.3684	12.2884	11.5524	15.2148	8.114	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	21	12	0	12.7508	17.3572	13.138	12.0548	11.4356	14.946	8.114	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	21	16	0	12.674	17.2036	12.906	11.8612	11.2804	14.6772	8.114	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	21	20	0	12.674	16.9364	12.674	11.6676	11.1252	14.4084	8.4676	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	21	24	0	12.5204	16.6692	12.4036	11.4356	10.93	14.1012	8.4676	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	21	28	0	12.3652	16.5156	12.1716	11.2804	10.6964	13.7924	8.4676	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	21	32	0	12.2484	16.2868	11.9012	11.1252	10.5028	13.4852	8.4676	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	21	36	0	12.2884	16.0948	11.6676	11.0468	10.386	13.2532	7.8388	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	21	40	0	12.2884	16.1332	11.5908	11.1636	10.346	13.0996	7.8388	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	21	44	0	12.2884	16.21	11.6676	11.2804	10.2692	13.0212	7.8388	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	21	48	0	12.2484	16.2868	11.8228	11.3972	10.2692	13.0212	7.8388	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	21	52	0	12.2884	16.4788	11.978	11.5124	10.2692	13.0212	8.2324	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	21	56	0	12.5204	16.5924	12.21	11.5908	10.3076	12.9828	8.2324	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	22	0	0	12.7508	16.8228	12.4036	11.6676	10.3076	12.906	8.2324	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	22	4	0	12.9828	17.0516	12.5204	11.746	10.386	12.9828	8.2324	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	22	8	0	13.0996	17.09	12.6356	11.8228	10.4244	13.0212	8.7828	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	22	12	0	12.9828	16.9748	12.7124	11.8228	10.4628	13.0996	8.7828	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	22	16	0	12.7508	16.8228	12.7508	11.8228	10.4244	13.2148	8.7828	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	22	20	0	12.5588	16.898	12.8292	11.8612	10.4628	13.33	8.7828	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	22	24	0	12.5972	17.0516	13.0212	11.978	10.5412	13.5236	10.1124	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	22	28	0	12.5972	17.242	13.2148	12.0548	10.5796	13.6772	10.1124	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	22	32	0	12.5588	17.3188	13.3684	12.0948	10.658	13.8308	10.1124	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	22	36	0	12.5204	17.3188	13.5236	12.1332	10.6964	13.946	10.1124	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	22	40	0	12.4804	17.2804	13.6772	12.0164	10.6964	14.0612	10.97	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	22	44	0	12.4804	17.2036	13.6772	11.9396	10.658	14.1012	10.97	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	22	48	0	12.4804	17.1668	13.6004	11.9012	10.658	14.1396	10.97	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	22	52	0	12.5588	17.09	13.5236	11.9012	10.6964	14.1012	10.97	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	22	56	0	12.6356	17.0132	13.5236	11.9012	10.7364	14.1012	9.6436	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	23	0	0	12.674	17.0516	13.562	11.9396	10.7364	14.1396	9.6436	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	23	4	0	12.5204	17.0516	13.7156	11.978	10.7364	14.1396	9.6436	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	23	8	0	12.4036	16.9748	13.8308	11.978	10.7364	14.178	9.6436	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	23	12	0	12.2484	16.898	13.9076	11.9012	10.6964	14.178	10.1124	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	23	16	0	12.0948	16.7844	13.9844	11.9012	10.658	14.1396	10.1124	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	23	20	0	11.9396	16.746	14.0612	11.9012	10.6196	14.1396	10.1124	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	23	24	0	11.9012	16.746	14.0612	11.978	10.6196	14.1012	10.1124	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	23	28	0	11.9012	16.8612	14.0612	12.0948	10.6196	14.1012	12.3652	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	23	32	0	11.9012	16.9364	14.1012	12.21	10.658	14.1012	12.3652	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	23	36	0	11.978	16.898	14.1012	12.2884	10.6964	14.0612	12.3652	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	23	40	0	12.0164	16.746	13.9844	12.2484	10.7364	13.9844	12.3652	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	23	44	0	12.0164	16.8228	13.9076	12.2884	10.7364	13.9076	8.5476	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	23	48	0	12.0948	17.0516	13.9844	12.3268	10.7364	13.9076	8.5476	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	23	52	0	12.2884	17.3956	14.2164	12.442	10.8532	13.946	8.5476	50.03723396	9.978655977
Fulanus_beltranus	10	4	2020	23	56	0	12.5204	18.578	15.3684	12.9444	11.1252	14.562	8.5476	50.03723396	9.978655977
Fulanus_beltranus	11	4	2020	0	0	0	11.746	10.7748	2.066	26.4228	10.6196	15.0228	12.5972	46.6426	1.14175
Fulanus_beltranus	11	4	2020	0	4	0	11.8612	11.0084	2.066	25.6212	10.8916	15.2148	12.5972	46.6426	1.14175
Fulanus_beltranus	11	4	2020	0	8	0	11.9012	11.0852	2.066	24.554	11.1252	15.3684	12.5972	46.6426	1.14175
Fulanus_beltranus	11	4	2020	0	12	0	11.978	11.1252	2.1076	24.0212	11.3572	15.482	12.5972	46.6426	1.14175
Fulanus_beltranus	11	4	2020	0	16	0	12.0164	11.0468	2.1476	23.3364	11.5124	15.4436	14.0612	46.6426	1.14175
Fulanus_beltranus	11	4	2020	0	20	0	12.0164	10.97	2.2292	22.5364	11.6676	15.3684	14.0612	46.6426	1.14175
Fulanus_beltranus	11	4	2020	0	24	0	12.0164	11.0084	2.3108	22.2708	11.7844	15.3684	14.0612	46.6426	1.14175
Fulanus_beltranus	11	4	2020	0	28	0	12.0548	11.1252	2.3924	22.2324	11.9396	15.4052	14.0612	46.6426	1.14175
Fulanus_beltranus	11	4	2020	0	32	0	11.978	11.202	2.474	21.9668	12.1716	15.5972	12.906	46.6426	1.14175
Fulanus_beltranus	11	4	2020	0	36	0	11.978	11.4356	2.5556	21.6612	12.3652	15.7124	12.906	46.6426	1.14175
Fulanus_beltranus	11	4	2020	0	40	0	12.0164	11.8228	2.6372	21.4724	12.4804	15.5972	12.906	46.6426	1.14175
Fulanus_beltranus	11	4	2020	0	44	0	12.0548	12.21	2.7188	21.1668	12.5972	15.5588	12.906	46.6426	1.14175
Fulanus_beltranus	11	4	2020	0	48	0	12.0164	12.6356	2.7988	20.9396	12.7124	15.5588	15.6356	46.6426	1.14175
Fulanus_beltranus	11	4	2020	0	52	0	11.9396	12.9828	2.8804	20.7492	12.8292	15.674	15.6356	46.6426	1.14175
Fulanus_beltranus	11	4	2020	0	56	0	11.8612	13.2532	2.962	20.6724	12.9828	15.9044	15.6356	46.6426	1.14175
Fulanus_beltranus	11	4	2020	1	0	0	11.8228	13.4452	3.0436	20.3684	13.138	16.1332	15.6356	46.6426	1.14175
Fulanus_beltranus	11	4	2020	1	4	0	11.8228	13.5236	3.1236	20.0644	13.2532	16.2868	14.0228	46.6426	1.14175
Fulanus_beltranus	11	4	2020	1	8	0	11.8612	13.562	3.2052	19.874	13.3684	16.3636	14.0228	46.6426	1.14175
Fulanus_beltranus	11	4	2020	1	12	0	11.978	13.6388	3.2868	20.1396	13.4452	16.4404	14.0228	46.6426	1.14175
Fulanus_beltranus	11	4	2020	1	16	0	12.0548	13.7156	3.3668	20.634	13.6004	16.5924	14.0228	46.6426	1.14175
Fulanus_beltranus	11	4	2020	1	20	0	12.1716	13.754	3.4484	21.0532	13.6772	16.7844	12.7124	46.6426	1.14175
Fulanus_beltranus	11	4	2020	1	24	0	12.2484	13.6772	3.5284	21.2436	13.7924	16.9364	12.7124	46.6426	1.14175
Fulanus_beltranus	11	4	2020	1	28	0	12.3652	13.562	3.57	21.586	13.8308	17.0516	12.7124	46.6426	1.14175
Fulanus_beltranus	11	4	2020	1	32	0	12.442	13.2916	3.61	21.9668	13.946	17.242	12.7124	46.6426	1.14175
Fulanus_beltranus	11	4	2020	1	36	0	12.5204	12.906	3.65	22.4612	14.0612	17.4724	10.2292	46.6426	1.14175
Fulanus_beltranus	11	4	2020	1	40	0	12.5588	12.4804	3.69	23.1076	14.1396	17.7396	10.2292	46.6426	1.14175
Fulanus_beltranus	11	4	2020	1	44	0	12.5204	12.0548	3.7316	24.1348	14.1012	18.082	10.2292	46.6426	1.14175
Fulanus_beltranus	11	4	2020	1	48	0	12.4804	11.746	3.7716	25.3156	14.1012	18.5396	10.2292	46.6426	1.14175
Fulanus_beltranus	11	4	2020	1	52	0	12.4804	11.5124	3.7716	26.002	14.2164	19.074	14.6772	46.6426	1.14175
Fulanus_beltranus	11	4	2020	1	56	0	12.4804	11.2404	3.8516	25.8116	14.4468	19.4164	14.6772	46.6426	1.14175
Fulanus_beltranus	11	4	2020	2	0	0	12.5204	11.0084	3.9332	25.4308	14.562	19.5684	14.6772	46.6426	1.14175
Fulanus_beltranus	11	4	2020	2	4	0	12.5972	10.7748	3.9732	25.3156	14.7156	19.7204	14.6772	46.6426	1.14175
Fulanus_beltranus	11	4	2020	2	8	0	12.7124	10.5796	4.0532	25.3924	14.8308	19.874	13.0212	46.6426	1.14175
Fulanus_beltranus	11	4	2020	2	12	0	12.8292	10.3076	4.1348	25.7348	15.0612	20.2164	13.0212	46.6426	1.14175
Fulanus_beltranus	11	4	2020	2	16	0	12.906	9.9572	4.2148	26.0788	15.2532	20.6724	13.0212	46.6426	1.14175
Fulanus_beltranus	11	4	2020	2	20	0	12.9828	9.9172	4.2948	26.8036	15.33	20.7492	13.0212	46.6426	1.14175
Fulanus_beltranus	11	4	2020	2	24	0	13.0596	10.1124	4.4564	27.6452	15.3684	20.7876	14.2932	46.6426	1.14175
Fulanus_beltranus	11	4	2020	2	28	0	13.138	10.2692	4.6564	28.41	15.33	20.8628	14.2932	46.6426	1.14175
Fulanus_beltranus	11	4	2020	2	32	0	13.2916	10.346	4.898	28.8324	15.33	20.6724	14.2932	46.6426	1.14175
Fulanus_beltranus	11	4	2020	2	36	0	13.4068	10.2692	5.098	28.946	15.3684	20.5972	14.2932	46.6426	1.14175
Fulanus_beltranus	11	4	2020	2	40	0	13.3684	10.034	5.178	29.1764	15.3684	20.8244	11.3572	46.6426	1.14175
Fulanus_beltranus	11	4	2020	2	44	0	13.4452	10.034	5.218	29.0612	15.5588	21.1668	11.3572	46.6426	1.14175
Fulanus_beltranus	11	4	2020	2	48	0	13.4852	10.1908	5.218	29.0996	15.674	21.5476	11.3572	46.6426	1.14175
Fulanus_beltranus	11	4	2020	2	52	0	13.562	10.5028	5.218	29.4068	15.866	22.0036	11.3572	46.6426	1.14175
Fulanus_beltranus	11	4	2020	2	56	0	13.6772	10.8532	5.298	29.6372	16.058	22.1572	12.5972	46.6426	1.14175
Fulanus_beltranus	11	4	2020	3	0	0	13.7924	11.202	5.378	29.6756	16.1716	22.2708	12.5972	46.6426	1.14175
Fulanus_beltranus	11	4	2020	3	4	0	13.754	11.202	5.498	29.6756	16.1332	22.4612	12.5972	46.6426	1.14175
Fulanus_beltranus	11	4	2020	3	8	0	13.6388	11.1636	5.658	29.522	16.0948	22.6884	12.5972	46.6426	1.14175
Fulanus_beltranus	11	4	2020	3	12	0	13.6004	11.5124	5.8564	29.0996	16.1332	22.8788	14.1396	46.6426	1.14175
Fulanus_beltranus	11	4	2020	3	16	0	13.754	12.0948	6.0564	28.7556	16.21	23.1076	14.1396	46.6426	1.14175
Fulanus_beltranus	11	4	2020	3	20	0	13.8692	12.5972	6.0964	28.6404	16.402	23.2212	14.1396	46.6426	1.14175
Fulanus_beltranus	11	4	2020	3	24	0	13.9844	13.138	6.0964	28.9076	16.554	23.4116	14.1396	46.6426	1.14175
Fulanus_beltranus	11	4	2020	3	28	0	14.178	13.6004	6.1748	29.4068	16.746	23.754	15.0612	46.6426	1.14175
Fulanus_beltranus	11	4	2020	3	32	0	14.3316	13.9844	6.1748	29.6372	16.9748	24.1348	15.0612	46.6426	1.14175
Fulanus_beltranus	11	4	2020	3	36	0	14.4468	14.2932	6.1748	29.4452	17.2804	24.5156	15.0612	46.6426	1.14175
Fulanus_beltranus	11	4	2020	3	40	0	14.562	14.562	6.1748	29.2532	17.586	24.8596	15.0612	46.6426	1.14175
Fulanus_beltranus	11	4	2020	3	44	0	14.7156	14.9844	6.2548	29.0996	17.8916	24.9732	14.0228	46.6426	1.14175
Fulanus_beltranus	11	4	2020	3	48	0	14.8692	15.4436	6.3348	28.7172	18.1204	24.8596	14.0228	46.6426	1.14175
Fulanus_beltranus	11	4	2020	3	52	0	14.9844	16.0948	6.4932	28.9844	18.3108	24.8596	14.0228	46.6426	1.14175
Fulanus_beltranus	11	4	2020	3	56	0	15.0228	16.554	6.6116	29.1764	18.5012	24.9732	14.0228	46.6426	1.14175
Fulanus_beltranus	11	4	2020	4	0	0	15.0612	16.746	6.6916	28.9076	18.6932	25.05	12.2484	46.6426	1.14175
Fulanus_beltranus	11	4	2020	4	4	0	15.138	16.8612	6.81	28.7556	18.8836	25.1636	12.2484	46.6426	1.14175
Fulanus_beltranus	11	4	2020	4	8	0	15.2148	16.9364	6.89	28.6404	19.074	25.3156	12.2484	46.6426	1.14175
Fulanus_beltranus	11	4	2020	4	12	0	15.2916	17.1284	6.93	28.6404	19.2644	25.506	12.2484	46.6426	1.14175
Fulanus_beltranus	11	4	2020	4	16	0	15.33	17.3188	7.0084	28.2948	19.4548	25.5828	11.5124	46.6426	1.14175
Fulanus_beltranus	11	4	2020	4	20	0	15.33	17.6244	7.1268	27.6452	19.5684	25.506	11.5124	46.6426	1.14175
Fulanus_beltranus	11	4	2020	4	24	0	15.2532	17.93	7.2068	27.0708	19.6836	25.354	11.5124	46.6426	1.14175
Fulanus_beltranus	11	4	2020	4	28	0	15.138	18.2356	7.3252	26.1924	19.7204	25.1252	11.5124	46.6426	1.14175
Fulanus_beltranus	11	4	2020	4	32	0	15.0612	18.73	7.4436	25.5828	19.7588	24.9732	16.898	46.6426	1.14175
Fulanus_beltranus	11	4	2020	4	36	0	15.0228	19.378	7.562	25.354	19.874	24.9732	16.898	46.6426	1.14175
Fulanus_beltranus	11	4	2020	4	40	0	14.9844	20.1012	7.6804	25.202	19.9876	25.0116	16.898	46.6426	1.14175
Fulanus_beltranus	11	4	2020	4	44	0	15.0612	20.8628	7.8388	25.1252	20.1396	25.05	16.898	46.6426	1.14175
Fulanus_beltranus	11	4	2020	4	48	0	15.0612	21.586	8.0356	25.5828	20.2548	25.2772	16.0948	46.6426	1.14175
Fulanus_beltranus	11	4	2020	4	52	0	15.0612	22.2324	8.2324	26.3844	20.4436	25.7348	16.0948	46.6426	1.14175
Fulanus_beltranus	11	4	2020	4	56	0	15.138	22.6132	8.4292	26.5748	20.7108	26.1172	16.0948	46.6426	1.14175
Fulanus_beltranus	11	4	2020	5	0	0	15.2148	22.8788	8.586	26.4596	20.9764	26.346	16.0948	46.6426	1.14175
Fulanus_beltranus	11	4	2020	5	4	0	15.33	23.1844	8.7428	26.4228	21.2436	26.5748	18.1204	46.6426	1.14175
Fulanus_beltranus	11	4	2020	5	8	0	15.4436	23.146	8.8996	26.2692	21.5092	26.7652	18.1204	46.6426	1.14175
Fulanus_beltranus	11	4	2020	5	12	0	15.482	23.1076	9.0564	26.1924	21.6612	26.842	18.1204	46.6426	1.14175
Fulanus_beltranus	11	4	2020	5	16	0	15.5204	23.3748	9.2532	26.498	21.738	27.0708	18.1204	46.6426	1.14175
Fulanus_beltranus	11	4	2020	5	20	0	15.5588	23.7172	9.4484	26.9188	21.8148	27.2628	12.674	46.6426	1.14175
Fulanus_beltranus	11	4	2020	5	24	0	15.5588	23.8692	9.6436	26.9188	21.9284	27.338	12.674	46.6426	1.14175
Fulanus_beltranus	11	4	2020	5	28	0	15.5588	23.9828	9.8004	26.9956	22.0036	27.4148	12.674	46.6426	1.14175
Fulanus_beltranus	11	4	2020	5	32	0	15.5588	24.098	9.9572	27.186	22.1188	27.7204	12.674	46.6426	1.14175
Fulanus_beltranus	11	4	2020	5	36	0	15.5204	23.9828	10.1124	27.4532	22.2324	28.1428	14.6388	46.6426	1.14175
Fulanus_beltranus	11	4	2020	5	40	0	15.3684	23.6788	10.2692	28.41	22.346	28.8324	14.6388	46.6426	1.14175
Fulanus_beltranus	11	4	2020	5	44	0	15.3684	23.2596	10.346	29.138	22.5364	29.4068	14.6388	46.6426	1.14175
Fulanus_beltranus	11	4	2020	5	48	0	15.4436	22.6884	10.4628	29.0228	22.8036	29.8292	14.6388	46.6426	1.14175
Fulanus_beltranus	11	4	2020	5	52	0	15.5204	22.0804	10.5796	28.5252	23.0692	30.1764	14.946	46.6426	1.14175
Fulanus_beltranus	11	4	2020	5	56	0	15.5972	21.5092	10.6964	29.0228	23.2596	30.6372	14.946	46.6426	1.14175
Fulanus_beltranus	11	4	2020	6	0	0	15.5972	20.9012	10.8532	30.2532	23.3748	31.2164	14.946	46.6426	1.14175
Fulanus_beltranus	11	4	2020	6	4	0	15.674	20.4436	10.97	31.3316	23.602	31.7956	14.946	46.6426	1.14175
Fulanus_beltranus	11	4	2020	6	8	0	15.8276	20.2164	11.1252	31.834	23.8692	32.2596	15.0228	46.6426	1.14175
Fulanus_beltranus	11	4	2020	6	12	0	15.9812	19.874	11.3572	32.1428	24.1348	32.57	15.0228	46.6426	1.14175
Fulanus_beltranus	11	4	2020	6	16	0	16.058	19.3396	11.8612	32.4916	24.2868	32.7252	15.0228	46.6426	1.14175
Fulanus_beltranus	11	4	2020	6	20	0	15.8276	18.6164	12.442	32.4916	24.0212	32.8788	15.0228	46.6426	1.14175
Fulanus_beltranus	11	4	2020	6	24	0	15.33	17.7764	13.0596	31.9492	23.6788	33.2292	16.2484	46.6426	1.14175
Fulanus_beltranus	11	4	2020	6	28	0	14.946	17.09	13.562	31.7172	23.4116	33.5012	16.2484	46.6426	1.14175
Fulanus_beltranus	11	4	2020	6	32	0	14.754	16.7844	14.0228	31.7956	23.2596	33.8116	16.2484	46.6426	1.14175
Fulanus_beltranus	11	4	2020	6	36	0	14.754	16.6308	14.4852	32.4148	23.2212	34.3188	16.2484	46.6426	1.14175
Fulanus_beltranus	11	4	2020	6	40	0	14.9076	16.6692	14.9076	33.1124	23.3748	34.7476	15.5204	46.6426	1.14175
Fulanus_beltranus	11	4	2020	6	44	0	15.1764	16.746	15.1764	33.6564	23.6404	35.0996	15.5204	46.6426	1.14175
Fulanus_beltranus	11	4	2020	6	48	0	15.3684	16.7076	15.482	34.6308	23.8308	35.5316	15.5204	46.6426	1.14175
Fulanus_beltranus	11	4	2020	6	52	0	15.4436	16.3636	15.8276	35.178	23.9076	36.0804	15.5204	46.6426	1.14175
Fulanus_beltranus	11	4	2020	6	56	0	15.4052	15.866	16.1332	35.2964	24.098	36.9476	19.6452	46.6426	1.14175
Fulanus_beltranus	11	4	2020	7	0	0	15.2916	15.3684	16.402	35.3348	24.2116	37.698	19.6452	46.6426	1.14175
Fulanus_beltranus	11	4	2020	7	4	0	15.0996	14.8692	16.8228	35.61	24.2116	38.5316	19.6452	46.6426	1.14175
Fulanus_beltranus	11	4	2020	7	8	0	14.9844	14.5236	17.3188	35.6484	24.2116	39.45	19.6452	46.6426	1.14175
Fulanus_beltranus	11	4	2020	7	12	0	14.8308	14.1396	17.8916	36.002	24.3252	40.4516	19.53	46.6426	1.14175
Fulanus_beltranus	11	4	2020	7	16	0	14.7156	13.9844	18.578	36.3556	24.4404	41.2164	19.53	46.6426	1.14175
Fulanus_beltranus	11	4	2020	7	20	0	14.562	13.8692	19.3396	36.5524	24.4404	41.7428	19.53	46.6426	1.14175
Fulanus_beltranus	11	4	2020	7	24	0	14.4468	13.9076	20.1396	36.2388	24.402	42.2308	19.53	46.6426	1.14175
Fulanus_beltranus	11	4	2020	7	28	0	14.37	13.9076	20.8244	35.7268	24.2868	42.3924	14.6772	46.6426	1.14175
Fulanus_beltranus	11	4	2020	7	32	0	14.2548	13.9844	21.4724	35.4132	24.0596	42.434	14.6772	46.6426	1.14175
Fulanus_beltranus	11	4	2020	7	36	0	14.2932	14.2548	22.1572	35.0612	23.9828	42.5156	14.6772	46.6426	1.14175
Fulanus_beltranus	11	4	2020	7	40	0	14.4084	14.6004	22.8788	34.866	24.0212	42.7188	14.6772	46.6426	1.14175
Fulanus_beltranus	11	4	2020	7	44	0	14.4468	14.9076	23.602	34.4756	23.9828	42.882	14.2164	46.6426	1.14175
Fulanus_beltranus	11	4	2020	7	48	0	14.4852	15.2148	24.3252	33.9684	23.9076	43.0452	14.2164	46.6426	1.14175
Fulanus_beltranus	11	4	2020	7	52	0	14.4468	15.5588	24.9348	33.306	23.7172	43.0452	14.2164	46.6426	1.14175
Fulanus_beltranus	11	4	2020	7	56	0	14.37	15.9044	25.5828	33.034	23.5636	43.1268	14.2164	46.6426	1.14175
Fulanus_beltranus	11	4	2020	8	0	0	14.37	16.2484	26.346	33.346	23.4116	43.25	13.946	46.6426	1.14175
Fulanus_beltranus	11	4	2020	8	4	0	14.4468	16.554	27.0324	33.618	23.3748	43.4132	13.946	46.6426	1.14175
Fulanus_beltranus	11	4	2020	8	8	0	14.4468	16.6692	27.2628	33.306	23.1844	43.0452	13.946	46.6426	1.14175
Fulanus_beltranus	11	4	2020	8	12	0	14.4468	16.7076	27.4148	32.8788	22.8788	42.434	13.946	46.6426	1.14175
Fulanus_beltranus	11	4	2020	8	16	0	14.2932	16.746	27.4532	32.2212	22.4612	41.906	17.9684	46.6426	1.14175
Fulanus_beltranus	11	4	2020	8	20	0	14.1012	16.746	27.7972	32.1044	22.0804	41.6628	17.9684	46.6426	1.14175
Fulanus_beltranus	11	4	2020	8	24	0	14.0228	17.3188	28.4868	32.3764	22.0036	41.986	17.9684	46.6426	1.14175
