species	id	temp	performance	size	site	acctemp	hydration
Fulanus_beltranus	402	9	92.64	9.252	Cafundo	15	0.725
Fulanus_beltranus	3400	9	92.76	8.338	Cafundo	15	0.725
Fulanus_beltranus	130	9	93.12	2.814	Cafundo	15	0.875
Fulanus_beltranus	300	9	93.24	2.297	Cafundo	15	0.875
Fulanus_beltranus	303	9	93.66	4.528	Cafundo	15	0.875
Fulanus_beltranus	102	9	93.66	9.974	Cafundo	15	0.875
Fulanus_beltranus	103	9	93.78	2.693	Cafundo	15	0.825
Fulanus_beltranus	501	9	93.9	2.982	Cafundo	15	0.825
Fulanus_beltranus	201	9	93.9	5.202	Cafundo	15	0.825
Fulanus_beltranus	3002	9	93.9	3.519	Cafundo	15	0.825
Fulanus_beltranus	404	9	94.5	2.572	Cafundo	15	0.775
Fulanus_beltranus	401	9	94.5	3.224	Cafundo	20	0.875
Fulanus_beltranus	104	9	94.74	4.113	Cafundo	20	0.875
Fulanus_beltranus	101	9	94.74	9.435	Cafundo	20	0.875
Fulanus_beltranus	3004	9	94.74	1.897	Cafundo	20	0.825
Fulanus_beltranus	3001	9	94.74	2.467	Cafundo	20	0.825
Fulanus_beltranus	405	9	94.74	1.82	Cafundo	20	0.975
Fulanus_beltranus	4400	9	94.92	5.057	Cafundo	20	0.975
Fulanus_beltranus	203	9	95.52	4.381	Cafundo	20	0.975
Fulanus_beltranus	4002	9	95.76	5.388	Cafundo	20	0.975
Fulanus_beltranus	3003	9	96	4.734	Cafundo	20	0.925
Fulanus_beltranus	3006	9	96.24	4.014	Cafundo	20	0.925
Fulanus_beltranus	403	9	96.42	2.343	Cafundo	20	0.925
Fulanus_beltranus	4005	15	96.72	1.986	Cafundo	10	0.725
Fulanus_beltranus	500	15	97.32	2.301	Cafundo	10	0.675
Fulanus_beltranus	200	15	97.32	2.451	Cafundo	10	0.675
Fulanus_beltranus	301	15	97.32	4.886	Cafundo	10	0.675
Fulanus_beltranus	4500	15	97.38	3.18	Cafundo	10	0.675
Fulanus_beltranus	502	15	97.44	4.579	Cafundo	10	0.625
Fulanus_beltranus	3300	15	98.04	14.364	Cafundo	10	0.625
Fulanus_beltranus	4004	15	98.16	3.394	Cafundo	10	0.775
Fulanus_beltranus	3100	15	98.22	10.783	Cafundo	10	0.775
Fulanus_beltranus	105	15	98.22	2.968	Cafundo	10	0.775
Fulanus_beltranus	4200	15	98.34	3.265	Cafundo	10	0.775
Fulanus_beltranus	305	15	98.64	2.28	Cafundo	10	0.725
Fulanus_beltranus	404	15	98.76	2.572	Cafundo	15	0.825
Fulanus_beltranus	305	15	98.88	2.114	Cafundo	15	0.825
Fulanus_beltranus	501	15	98.88	2.982	Cafundo	15	0.825
Fulanus_beltranus	400	15	99.18	1.786	Cafundo	15	0.775
Fulanus_beltranus	3002	15	99.48	3.519	Cafundo	15	0.775
Fulanus_beltranus	202	15	100.02	3.767	Cafundo	15	0.775
Fulanus_beltranus	505	15	100.02	3.612	Cafundo	15	0.775
Fulanus_beltranus	201	15	100.44	5.202	Cafundo	15	0.725
Fulanus_beltranus	3500	15	101.34	8.025	Cafundo	15	0.725
Fulanus_beltranus	4100	15	101.4	13.438	Cafundo	15	0.875
Fulanus_beltranus	130	15	101.4	2.814	Cafundo	15	0.875
Fulanus_beltranus	103	15	101.4	2.693	Cafundo	15	0.875
Fulanus_beltranus	405	15	101.52	1.82	Cafundo	20	0.975
Fulanus_beltranus	43	15	102.06	9.096	Cafundo	20	0.925
Fulanus_beltranus	3003	15	102.3	4.734	Cafundo	20	0.925
Fulanus_beltranus	2	15	102.84	2.666	Cafundo	20	0.925
Fulanus_beltranus	3006	15	102.84	4.014	Cafundo	20	0.925
Fulanus_beltranus	4002	15	102.84	5.388	Cafundo	20	0.875
Fulanus_beltranus	101	15	102.84	9.435	Cafundo	20	0.875
Fulanus_beltranus	401	15	102.96	3.224	Cafundo	20	0.875
Fulanus_beltranus	4400	15	102.96	5.057	Cafundo	20	0.875
Fulanus_beltranus	3004	15	103.08	1.897	Cafundo	20	0.825
Fulanus_beltranus	104	15	103.26	4.113	Cafundo	20	0.825
Fulanus_beltranus	3001	15	103.56	2.467	Cafundo	20	0.975
Fulanus_beltranus	3100	20	104.1	10.783	Cafundo	10	0.8
Fulanus_beltranus	4004	20	104.16	3.394	Cafundo	10	0.8
Fulanus_beltranus	3300	20	104.28	14.364	Cafundo	10	0.8
Fulanus_beltranus	502	20	104.76	4.579	Cafundo	10	0.75
Fulanus_beltranus	200	20	104.88	2.451	Cafundo	10	0.75
Fulanus_beltranus	4005	20	105.12	1.986	Cafundo	10	0.75
Fulanus_beltranus	4500	20	105.36	3.18	Cafundo	10	0.75
Fulanus_beltranus	301	20	105.48	4.886	Cafundo	10	0.7
Fulanus_beltranus	4001	20	105.72	5.007	Cafundo	10	0.7
Fulanus_beltranus	3005	20	106.02	3.194	Cafundo	10	0.7
Fulanus_beltranus	305	20	106.38	2.28	Cafundo	10	0.7
Fulanus_beltranus	4200	20	106.68	3.265	Cafundo	10	0.65
Fulanus_beltranus	4100	20	106.74	13.438	Cafundo	15	0.75
Fulanus_beltranus	3500	20	106.92	8.025	Cafundo	15	0.9
Fulanus_beltranus	201	20	106.92	5.202	Cafundo	15	0.9
Fulanus_beltranus	505	20	107.16	3.612	Cafundo	15	0.9
Fulanus_beltranus	202	20	107.16	3.767	Cafundo	15	0.9
Fulanus_beltranus	501	20	107.46	2.982	Cafundo	15	0.85
Fulanus_beltranus	3002	20	107.46	3.519	Cafundo	15	0.85
Fulanus_beltranus	404	20	107.94	2.572	Cafundo	15	0.85
Fulanus_beltranus	305	20	108.06	2.114	Cafundo	15	0.85
Fulanus_beltranus	3400	20	108.54	8.338	Cafundo	15	0.8
Fulanus_beltranus	102	20	108.9	9.974	Cafundo	15	0.8
Fulanus_beltranus	303	20	108.9	4.528	Cafundo	15	0.8
Fulanus_beltranus	4002	20	109.08	5.388	Cafundo	20	0.9
Fulanus_beltranus	3003	20	109.08	4.734	Cafundo	20	0.85
Fulanus_beltranus	3006	20	109.08	4.014	Cafundo	20	0.85
Fulanus_beltranus	43	20	109.62	9.096	Cafundo	20	1
Fulanus_beltranus	2	20	109.74	2.666	Cafundo	20	1
Fulanus_beltranus	403	20	109.74	2.343	Cafundo	20	1
Fulanus_beltranus	203	20	109.74	4.381	Cafundo	20	1
Fulanus_beltranus	3001	20	109.86	2.467	Cafundo	20	0.95
Fulanus_beltranus	104	20	110.1	4.113	Cafundo	20	0.95
Fulanus_beltranus	3004	20	110.22	1.897	Cafundo	20	0.95
Fulanus_beltranus	4400	20	110.22	5.057	Cafundo	20	0.95
Fulanus_beltranus	401	20	110.22	3.224	Cafundo	20	0.9
Fulanus_beltranus	301	20	110.4	4.886	Cafundo	10	0.7
Fulanus_beltranus	4500	20	110.4	3.18	Cafundo	10	0.7
Fulanus_beltranus	4005	20	110.52	1.986	Cafundo	10	0.7
Fulanus_beltranus	200	20	110.58	2.451	Cafundo	10	0.65
Fulanus_beltranus	502	20	110.58	4.579	Cafundo	10	0.65
Fulanus_beltranus	3300	20	110.64	14.364	Cafundo	10	0.8
Fulanus_beltranus	4004	20	110.76	3.394	Cafundo	10	0.8
Fulanus_beltranus	3100	20	110.76	10.783	Cafundo	10	0.8
Fulanus_beltranus	105	20	110.88	2.968	Cafundo	10	0.8
Fulanus_beltranus	4200	20	111.12	3.265	Cafundo	10	0.75
Fulanus_beltranus	305	20	111.9	2.28	Cafundo	10	0.75
Fulanus_beltranus	3005	20	111.9	3.194	Cafundo	10	0.75
Fulanus_beltranus	305	20	112.02	2.114	Cafundo	15	0.85
Fulanus_beltranus	404	20	112.02	2.572	Cafundo	15	0.8
Fulanus_beltranus	3002	20	112.5	3.519	Cafundo	15	0.8
Fulanus_beltranus	501	20	112.5	2.982	Cafundo	15	0.8
Fulanus_beltranus	202	20	112.5	3.767	Cafundo	15	0.8
Fulanus_beltranus	505	20	113.28	3.612	Cafundo	15	0.75
Fulanus_beltranus	201	20	113.7	5.202	Cafundo	15	0.75
Fulanus_beltranus	3500	20	113.7	8.025	Cafundo	15	0.9
Fulanus_beltranus	4100	20	113.76	13.438	Cafundo	15	0.9
Fulanus_beltranus	400	20	113.94	1.786	Cafundo	15	0.9
Fulanus_beltranus	130	20	114.24	2.814	Cafundo	15	0.9
Fulanus_beltranus	103	20	114.42	2.693	Cafundo	15	0.85
Fulanus_beltranus	403	20	114.9	2.343	Cafundo	20	0.95
Fulanus_beltranus	2	20	114.9	2.666	Cafundo	20	0.95
Fulanus_beltranus	43	20	114.9	9.096	Cafundo	20	0.95
Fulanus_beltranus	3003	20	115.38	4.734	Cafundo	20	0.9
Fulanus_beltranus	3006	20	115.62	4.014	Cafundo	20	0.9
Fulanus_beltranus	4002	20	115.62	5.388	Cafundo	20	0.9
Fulanus_beltranus	101	20	115.74	9.435	Cafundo	20	0.9
Fulanus_beltranus	401	20	116.1	3.224	Cafundo	20	0.85
Fulanus_beltranus	4400	20	116.1	5.057	Cafundo	20	0.85
Fulanus_beltranus	3004	20	116.28	1.897	Cafundo	20	1
Fulanus_beltranus	104	20	117.18	4.113	Cafundo	20	1
Fulanus_beltranus	3001	20	118.5	2.467	Cafundo	20	1
Fulanus_beltranus	302	24	118.68	9.4	Cafundo	10	0.8
Fulanus_beltranus	3200	24	118.92	7.506	Cafundo	10	0.75
Fulanus_beltranus	4001	24	118.92	5.007	Cafundo	10	0.75
Fulanus_beltranus	305	24	118.98	2.28	Cafundo	10	0.75
Fulanus_beltranus	3005	24	118.98	3.194	Cafundo	10	0.75
Fulanus_beltranus	105	24	119.1	2.968	Cafundo	10	0.7
Fulanus_beltranus	4200	24	119.94	3.265	Cafundo	10	0.7
Fulanus_beltranus	502	24	120	4.579	Cafundo	10	0.7
Fulanus_beltranus	4004	24	120.48	3.394	Cafundo	10	0.7
Fulanus_beltranus	3300	24	120.9	14.364	Cafundo	10	0.65
Fulanus_beltranus	301	24	121.62	4.886	Cafundo	10	0.65
Fulanus_beltranus	3100	24	122.04	10.783	Cafundo	10	0.8
Fulanus_beltranus	103	24	122.04	2.693	Cafundo	15	0.9
Fulanus_beltranus	102	24	122.22	9.974	Cafundo	15	0.9
Fulanus_beltranus	303	24	122.28	4.528	Cafundo	15	0.9
Fulanus_beltranus	300	24	122.7	2.297	Cafundo	15	0.85
Fulanus_beltranus	130	24	122.7	2.814	Cafundo	15	0.85
Fulanus_beltranus	3400	24	122.7	8.338	Cafundo	15	0.85
Fulanus_beltranus	402	24	122.7	9.252	Cafundo	15	0.85
Fulanus_beltranus	505	24	122.7	3.612	Cafundo	15	0.8
Fulanus_beltranus	3500	24	123.36	8.025	Cafundo	15	0.8
Fulanus_beltranus	4100	24	123.54	13.438	Cafundo	15	0.8
Fulanus_beltranus	202	24	124.14	3.767	Cafundo	15	0.8
Fulanus_beltranus	3002	24	124.14	3.519	Cafundo	15	0.75
Fulanus_beltranus	203	24	124.14	4.381	Cafundo	20	0.85
Fulanus_beltranus	4400	24	124.14	5.057	Cafundo	20	1
Fulanus_beltranus	3001	24	124.5	2.467	Cafundo	20	1
Fulanus_beltranus	101	24	124.5	9.435	Cafundo	20	1
Fulanus_beltranus	104	24	124.98	4.113	Cafundo	20	1
Fulanus_beltranus	401	24	124.98	3.224	Cafundo	20	0.95
Fulanus_beltranus	4002	24	124.98	5.388	Cafundo	20	0.95
Fulanus_beltranus	43	24	125.58	9.096	Cafundo	20	0.95
Fulanus_beltranus	3003	24	125.58	4.734	Cafundo	20	0.95
Fulanus_beltranus	2	24	125.58	2.666	Cafundo	20	0.9
Fulanus_beltranus	3006	24	126.12	4.014	Cafundo	20	0.9
Fulanus_beltranus	403	24	126.3	2.343	Cafundo	20	0.9
Fulanus_beltranus	3100	34	126.3	10.783	Cafundo	10	0.7
Fulanus_beltranus	4004	34	126.3	3.394	Cafundo	10	0.65
Fulanus_beltranus	3300	34	126.54	14.364	Cafundo	10	0.65
Fulanus_beltranus	502	34	126.78	4.579	Cafundo	10	0.8
Fulanus_beltranus	200	34	126.78	2.451	Cafundo	10	0.8
Fulanus_beltranus	4005	34	126.84	1.986	Cafundo	10	0.8
Fulanus_beltranus	4500	34	126.9	3.18	Cafundo	10	0.8
Fulanus_beltranus	302	34	126.9	9.4	Cafundo	10	0.75
Fulanus_beltranus	4001	34	127.08	5.007	Cafundo	10	0.75
Fulanus_beltranus	3005	34	127.56	3.194	Cafundo	10	0.75
Fulanus_beltranus	305	34	127.62	2.28	Cafundo	10	0.75
Fulanus_beltranus	4200	34	127.92	3.265	Cafundo	10	0.7
Fulanus_beltranus	4100	34	127.98	13.438	Cafundo	15	0.8
Fulanus_beltranus	3500	34	128.58	8.025	Cafundo	15	0.8
Fulanus_beltranus	201	34	128.58	5.202	Cafundo	15	0.8
Fulanus_beltranus	202	34	128.58	3.767	Cafundo	15	0.75
Fulanus_beltranus	505	34	128.58	3.612	Cafundo	15	0.75
Fulanus_beltranus	501	34	128.58	2.982	Cafundo	15	0.9
Fulanus_beltranus	3002	34	129.72	3.519	Cafundo	15	0.9
Fulanus_beltranus	3400	34	130.14	8.338	Cafundo	15	0.9
Fulanus_beltranus	102	34	130.14	9.974	Cafundo	15	0.9
Fulanus_beltranus	402	34	130.68	9.252	Cafundo	15	0.85
Fulanus_beltranus	303	34	130.74	4.528	Cafundo	15	0.85
Fulanus_beltranus	300	34	130.92	2.297	Cafundo	15	0.85
Fulanus_beltranus	4002	34	130.92	5.388	Cafundo	20	0.95
Fulanus_beltranus	3003	34	130.98	4.734	Cafundo	20	0.9
Fulanus_beltranus	3006	34	131.04	4.014	Cafundo	20	0.9
Fulanus_beltranus	43	34	131.7	9.096	Cafundo	20	0.9
Fulanus_beltranus	2	34	131.7	2.666	Cafundo	20	0.9
Fulanus_beltranus	403	34	132.42	2.343	Cafundo	20	0.85
Fulanus_beltranus	203	34	133.32	4.381	Cafundo	20	0.85
Fulanus_beltranus	3001	34	133.32	2.467	Cafundo	20	1
Fulanus_beltranus	104	34	133.32	4.113	Cafundo	20	1
Fulanus_beltranus	3004	34	134.34	1.897	Cafundo	20	1
Fulanus_beltranus	4400	34	134.76	5.057	Cafundo	20	1
Fulanus_beltranus	401	34	135	3.224	Cafundo	20	0.95
Fulanus_beltranus	302	37	135.42	9.4	Cafundo	10	0.75
Fulanus_beltranus	4001	37	135.78	5.007	Cafundo	10	0.75
Fulanus_beltranus	3005	37	135.84	3.194	Cafundo	10	0.75
Fulanus_beltranus	305	37	136.14	2.28	Cafundo	10	0.7
Fulanus_beltranus	4200	37	137.16	3.265	Cafundo	10	0.7
Fulanus_beltranus	105	37	138.24	2.968	Cafundo	10	0.7
Fulanus_beltranus	3100	37	138.48	10.783	Cafundo	10	0.7
Fulanus_beltranus	4004	37	138.48	3.394	Cafundo	10	0.65
Fulanus_beltranus	3300	37	138.48	14.364	Cafundo	10	0.65
Fulanus_beltranus	502	37	138.48	4.579	Cafundo	10	0.8
Fulanus_beltranus	4500	37	138.48	3.18	Cafundo	10	0.8
Fulanus_beltranus	301	37	138.48	4.886	Cafundo	10	0.8
Fulanus_beltranus	3400	37	138.48	8.338	Cafundo	15	0.9
Fulanus_beltranus	102	37	139.92	9.974	Cafundo	15	0.85
Fulanus_beltranus	402	37	140.1	9.252	Cafundo	15	0.85
Fulanus_beltranus	303	37	140.16	4.528	Cafundo	15	0.85
Fulanus_beltranus	300	37	140.28	2.297	Cafundo	15	0.85
Fulanus_beltranus	103	37	140.64	2.693	Cafundo	15	0.8
Fulanus_beltranus	130	37	141.6	2.814	Cafundo	15	0.8
Fulanus_beltranus	4100	37	142.08	13.438	Cafundo	15	0.8
Fulanus_beltranus	3500	37	142.08	8.025	Cafundo	15	0.8
Fulanus_beltranus	201	37	142.08	5.202	Cafundo	15	0.75
Fulanus_beltranus	505	37	142.86	3.612	Cafundo	15	0.75
Fulanus_beltranus	202	37	142.86	3.767	Cafundo	15	0.9
Fulanus_beltranus	203	37	142.86	4.381	Cafundo	20	1
Fulanus_beltranus	3001	37	143.16	2.467	Cafundo	20	1
Fulanus_beltranus	104	37	144	4.113	Cafundo	20	1
Fulanus_beltranus	3004	37	144	1.897	Cafundo	20	0.95
Fulanus_beltranus	4400	37	145.62	5.057	Cafundo	20	0.95
Fulanus_beltranus	401	37	145.62	3.224	Cafundo	20	0.95
Fulanus_beltranus	101	37	145.8	9.435	Cafundo	20	0.95
Fulanus_beltranus	4002	37	145.92	5.388	Cafundo	20	0.9
Fulanus_beltranus	3003	37	146.76	4.734	Cafundo	20	0.9
Fulanus_beltranus	3006	37	146.94	4.014	Cafundo	20	0.9
Fulanus_beltranus	43	37	147.54	9.096	Cafundo	20	0.9
Fulanus_beltranus	405	37	147.9	1.82	Cafundo	20	0.85
Fulanus_beltranus	302	39	148.92	9.4	Cafundo	10	0.65
Fulanus_beltranus	4001	39	149.46	5.007	Cafundo	10	0.8
Fulanus_beltranus	3005	39	149.94	3.194	Cafundo	10	0.8
Fulanus_beltranus	305	39	150	2.28	Cafundo	10	0.8
Fulanus_beltranus	4200	39	150	3.265	Cafundo	10	0.8
Fulanus_beltranus	105	39	150	2.968	Cafundo	10	0.75
Fulanus_beltranus	3100	39	150	10.783	Cafundo	10	0.75
Fulanus_beltranus	4004	39	150	3.394	Cafundo	10	0.75
Fulanus_beltranus	3300	39	150.18	14.364	Cafundo	10	0.75
Fulanus_beltranus	502	39	151.68	4.579	Cafundo	10	0.7
Fulanus_beltranus	200	39	152.1	2.451	Cafundo	10	0.7
Fulanus_beltranus	4005	39	152.52	1.986	Cafundo	10	0.7
Fulanus_beltranus	3400	39	152.82	8.338	Cafundo	15	0.8
Fulanus_beltranus	102	39	153.18	9.974	Cafundo	15	0.75
Fulanus_beltranus	402	39	153.18	9.252	Cafundo	15	0.75
Fulanus_beltranus	103	39	153.18	2.693	Cafundo	15	0.9
Fulanus_beltranus	130	39	153.18	2.814	Cafundo	15	0.9
Fulanus_beltranus	400	39	153.48	1.786	Cafundo	15	0.9
Fulanus_beltranus	4100	39	154.38	13.438	Cafundo	15	0.9
Fulanus_beltranus	3500	39	154.74	8.025	Cafundo	15	0.85
Fulanus_beltranus	201	39	156.54	5.202	Cafundo	15	0.85
Fulanus_beltranus	505	39	157.62	3.612	Cafundo	15	0.85
Fulanus_beltranus	202	39	158.82	3.767	Cafundo	15	0.85
Fulanus_beltranus	501	39	158.82	2.982	Cafundo	15	0.8
Fulanus_beltranus	203	39	159.42	4.381	Cafundo	20	0.9
Fulanus_beltranus	3001	39	159.42	2.467	Cafundo	20	0.9
Fulanus_beltranus	104	39	160.02	4.113	Cafundo	20	0.9
Fulanus_beltranus	3004	39	162.18	1.897	Cafundo	20	0.85
Fulanus_beltranus	4400	39	162.78	5.057	Cafundo	20	0.85
Fulanus_beltranus	401	39	162.84	3.224	Cafundo	20	1
Fulanus_beltranus	101	39	163.62	9.435	Cafundo	20	1
Fulanus_beltranus	4002	39	163.62	5.388	Cafundo	20	1
Fulanus_beltranus	3003	39	163.62	4.734	Cafundo	20	1
Fulanus_beltranus	3006	39	163.86	4.014	Cafundo	20	0.95
Fulanus_beltranus	43	39	165.54	9.096	Cafundo	20	0.95
Fulanus_beltranus	2	39	169.8	2.666	Cafundo	20	0.95
Fulanus_beltranus	505	0	0	3.612	Cafundo	10	0.75
Fulanus_beltranus	202	1	0	3.767	Cafundo	15	0.8
Fulanus_beltranus	501	2	0	2.982	Cafundo	20	0.9
Fulanus_beltranus	203	-1	0	4.381	Cafundo	10	0.7
Fulanus_beltranus	3001	0	0	2.467	Cafundo	15	0.8
Fulanus_beltranus	104	2	0	4.113	Cafundo	20	0.85
Fulanus_beltranus	3004	1	0	1.897	Cafundo	10	0.65
Fulanus_beltranus	4400	2	0	5.057	Cafundo	15	0.85
Fulanus_beltranus	401	40	0	3.224	Cafundo	10	0.7
Fulanus_beltranus	101	41	0	9.435	Cafundo	15	0.8
Fulanus_beltranus	4002	43	0	5.388	Cafundo	20	0.9
Fulanus_beltranus	3003	1	0	4.734	Cafundo	10	0.7
Fulanus_beltranus	3006	40	0	4.014	Cafundo	15	0.75
Fulanus_beltranus	43	42	0	9.096	Cafundo	20	0.85
Fulanus_beltranus	2	41	0	2.666	Cafundo	10	0.65
Fulanus_beltranus	201	40	0	5.202	Cafundo	15	0.75
